temperature_C,pressure_bar,flow_m_s,pH,CO2_ppm,H2S_ppm,DO_mgL,water_cut,inhibitor_eff,CP_voltage,P_corrosion,Corrosion
66.62,28.99,0.68,7.576,152.38,4.194,0.508,0.06,0.296,-0.799,0.62,1
71.89,31.91,0.432,6.229,144.52,0.678,1.263,0.109,0.261,-0.862,0.6391,0
78.49,29.8,1.247,6.734,82.8,2.285,0.812,0.17,0.322,-0.993,0.3359,1
68.43,29.52,1.071,6.857,73.57,2.952,1.464,0.012,0.265,-1.034,0.5718,1
71.63,31.29,0.937,6.997,108.02,13.695,0.991,0.379,0.525,-0.531,0.5017,1
54.2,32.68,1.911,5.797,599.05,5.382,0.956,0.336,0.119,-1.056,0.8939,1
48.44,23.75,0.527,7.956,437.12,10.408,0.428,0.201,0.114,-0.953,0.743,1
68.5,37.17,1.888,7.241,342.77,7.086,2.306,0.161,0.325,-0.568,0.6566,1
64.18,20.7,1.016,7.262,183.25,1.854,0.568,0.266,0.246,-0.773,0.6302,0
61.07,26.58,0.082,7.463,212.63,6.342,0,0.261,0.333,-0.754,0.5522,0
63.87,29.53,0.91,6.927,93.24,1.086,0.661,0.573,0.075,-0.97,0.5639,0
63.23,32.06,1.48,5.678,23.17,2.622,0,0.121,0.238,-0.841,0.6304,0
72.84,37.88,0.817,6.389,120.61,8.202,1.11,0.134,0.418,-0.388,0.5171,1
72.95,20.71,0.263,5.179,205.31,4.733,0.935,0.11,0.205,-0.582,0.9413,1
65.44,27.46,0.918,6.832,17.71,8.727,0.385,0.229,0.27,-1.01,0.528,1
68.46,19.37,0.571,6.365,27.71,1.47,0,0.092,0.216,-0.872,0.538,1
65.14,30.16,1.246,6.468,91.56,6.926,0.588,0.262,0.44,-1.322,0.2947,1
55.39,31.36,1.387,7.463,137.22,1.13,0.115,0.177,0.279,-0.66,0.5546,1
67.57,37.95,0.472,6.134,149.92,3.941,0.973,0.394,0.073,-1.013,0.6227,1
46.06,30.6,0.647,6.298,37.63,2.842,0.834,0.309,0.254,-0.708,0.4534,0
70.54,35.22,1.378,6.518,76.79,4.065,2.262,0.054,0.222,-0.804,0.5845,1
48.05,32.92,0.571,5.028,91,0.728,0.233,0.128,0.352,-0.881,0.3259,0
62.86,27.82,0.459,6.287,21.01,2.241,0.318,0.314,0.272,-0.849,0.505,1
51.55,22.96,0.411,4.511,118.4,5.497,0.407,0.222,0.184,-0.849,0.6539,1
65.53,31.38,1.176,6.032,22.49,4.088,0.433,0.184,0.384,-1.03,0.2457,1
59.66,22.54,1.155,7.184,364.67,3.981,1.116,0.184,0.212,-0.63,0.7285,1
44.05,36.48,0.658,6.858,146.35,3.575,0.334,0.149,0.082,-0.789,0.5347,0
64.21,29.19,1.003,6.024,118.69,14.402,1.683,0.223,0.419,-0.552,0.4726,0
54.22,35.98,1.764,6.533,40.58,13.634,0.849,0.102,0.217,-1.12,0.489,1
68.81,27.6,0.513,5.64,77.05,2.233,0.209,0.064,0.127,-0.607,0.6916,1
60.01,31.34,0.024,6.498,79.47,2.169,0.055,0.093,0.153,-0.912,0.7188,1
63.95,31.05,1.228,8.844,1264.02,4.047,1.125,0.292,0.105,-0.891,0.9775,1
50.42,29.77,0.945,7.977,541.18,0.502,0.517,0.172,0.232,-0.595,0.8841,1
54.11,27.84,0.645,6.542,4.61,1.805,0.505,0.123,0.072,-0.575,0.6215,1
55.41,31.96,1.326,6.628,287.79,1.312,0.141,0.401,0.05,-0.497,0.7976,0
68.57,25.37,1.42,5.716,88.68,1.264,0.463,0.312,0.507,-0.808,0.4103,1
76.77,23.95,0.104,5.859,33.07,5.088,0.117,0.218,0.182,-0.852,0.8435,1
51.95,36.21,0.674,6.79,366.84,2.425,1.317,0.037,0.233,-0.527,0.8234,1
70.77,33.64,2.159,6.08,42.33,0.939,0.93,0.213,0.476,-0.664,0.2774,1
38.3,30.33,1.292,7.223,175.96,10.927,0.395,0.311,0.097,-0.75,0.569,1
48.06,38.33,1.338,7.756,300.04,10.363,0.386,0.153,0.279,-1.21,0.657,1
50.41,28.66,1.586,6.766,242.56,9.919,0.555,0.279,0.371,-0.865,0.3287,1
46.47,36.61,1.009,6.581,1140,2.478,0.497,0.163,0.39,-0.888,0.8721,1
44.16,30.88,1.398,5.155,462.17,0.293,0,0.22,0.293,-0.853,0.8301,1
64.13,24.88,1.359,7.098,446.42,0.564,0,0.07,0.313,-0.96,0.5304,0
57.86,39.24,1.27,5.585,131.83,1.615,0.021,0.424,0.034,-0.879,0.6798,1
63.79,34.95,0.839,6.166,2.53,1.242,0.423,0.388,0.447,-0.505,0.3737,0
66.9,29.39,1.086,7.268,397.74,10.357,0.057,0.223,0.247,-0.613,0.7827,1
62.66,33.64,0.706,7.324,2467.45,21.473,0.992,0.395,0.332,-0.709,0.998,1
66.58,27.98,1.006,6.127,156.2,8.482,0.363,0.244,0.107,-0.732,0.6342,1
59.3,34.15,0.416,6.173,1270.46,6.544,1.624,0.257,0.212,-1.004,0.977,1
48.13,18.04,0.605,5.941,45.84,4.441,0.163,0.265,0.231,-0.694,0.5836,0
70.58,24.9,0.859,5.542,105.51,7.346,0.584,0.307,0.199,-0.688,0.7267,1
54.11,34.9,0.528,5.992,56.16,14.69,0.327,0.075,0.101,-0.798,0.6226,0
50.64,28.75,0.747,5.209,193.41,4.598,0.764,0.143,0.204,-1.055,0.6885,1
58.22,31.04,0.918,7.046,478.34,0.84,1.139,0.186,0.196,-0.512,0.8807,1
50.87,23.27,1.201,6.816,124.96,0.895,0.865,0.218,0.137,-0.829,0.5231,1
55.83,39.24,1.475,6.948,710.07,4.384,0,0.086,0.23,-0.717,0.8751,1
63.44,35.95,0.768,5.736,236.13,2.028,0.8,0.106,0.204,-0.638,0.7644,0
63.48,29,1.668,5.544,187.88,12.053,0,0.333,0.577,-1.1,0.4709,1
51.02,27.98,1.469,6.543,463.99,4.729,0.314,0.124,0.406,-0.496,0.6485,1
55.12,35.15,1.252,6.551,32.09,5.643,0.914,0.146,0.2,-1.055,0.4872,1
70.74,39.91,1.077,6.382,445.84,0.029,0,0.331,0.082,-0.829,0.8104,1
64.96,34.77,1.16,6.268,83.5,3.454,1.194,0.451,0.192,-0.508,0.7211,0
80.75,40.86,1.594,7.869,98.89,2.821,0.288,0.036,0.414,-1.044,0.357,0
71.8,25.39,1.612,6.841,274.48,6.119,1.803,0.129,0.246,-0.866,0.7329,1
71.44,25.9,1.667,8.077,696.64,2.412,0.541,0.169,0.381,-0.637,0.7347,1
46.12,24.06,1.021,7.515,259.11,18.77,1.523,0.291,0.162,-0.549,0.7734,1
67.64,32.21,1.277,7.863,314.05,5.546,1.219,0.114,0.142,-1.064,0.7398,1
59.47,30.88,1.672,5.64,449.63,5.393,0.133,0.059,0.17,-1.018,0.8567,1
54.49,29.24,0.688,6.975,90.06,12.588,0,0.001,0.346,-0.844,0.2516,0
61.68,34.05,0.841,6.155,526.74,26.701,0.568,0.213,0.127,-0.677,0.8269,1
69.45,36.16,1.008,5.169,162.36,1.102,0.15,0.262,0.447,-0.83,0.4691,1
65.01,22.37,1.45,7.697,57.95,8.318,1.448,0.067,0.563,-0.798,0.2737,0
51.22,27.02,1.458,6.265,129.29,0.886,0.352,0.198,0.232,-0.835,0.528,1
67.42,34.1,0.885,5.656,84.76,3.054,0.32,0.132,0.417,-0.772,0.402,1
53.62,27.66,0.246,6.168,77.91,0.528,0,0.304,0.327,-0.731,0.4028,0
62.17,26.01,1.123,5.863,99.62,4.882,0.752,0.359,0.178,-0.688,0.6775,1
56.97,35.09,0.541,5.945,59.88,3.16,0,0.178,0.316,-0.48,0.5047,1
57.81,23.55,0.255,6.323,330.52,4.954,0.765,0.294,0.533,-0.728,0.6101,1
67.66,28.49,0.368,7.885,260.24,5.665,0.848,0.353,0.377,-0.668,0.4216,1
49.6,31.64,1.163,5.967,313.61,4.83,0.05,0.327,0.455,-0.646,0.4852,0
79.45,27.13,1.681,7.827,126.35,1.741,1.074,0.25,0.282,-0.639,0.6611,1
41.79,33.92,1.019,7.179,440.56,9.069,0.335,0.245,0.122,-0.732,0.7449,0
54.02,27.16,1.106,6.817,41.64,4.011,0,0.369,0.188,-0.471,0.6469,1
63.7,37.04,1.591,7.098,253.99,3.365,1.427,0.121,0.331,-1.183,0.386,0
65.84,29.37,0.228,6.511,96.66,21.739,0,0.062,0.605,-0.817,0.4892,0
59,33.36,1.26,7.529,224.99,1.667,0.804,0.146,0.407,-0.736,0.3441,1
59.43,33.73,0.994,6.954,117.31,3.754,0.755,0.274,0.272,-0.923,0.5598,1
64.11,26.86,1.283,5.168,468.93,5.734,0.734,0.423,0.215,-0.514,0.9333,1
57.69,19.73,0.758,6.737,665.67,0.669,0.723,0.115,0.326,-1.212,0.6572,1
73.93,31.8,0.591,7.127,407.12,2.187,0,0.274,0.219,-0.875,0.8022,0
68.39,30.36,1.07,6.269,57.92,8.09,1.515,0.291,0.242,-1.146,0.5724,0
68.73,32.78,1.825,6.601,96.42,1.351,1.074,0.147,0.022,-0.883,0.59,1
50.34,28.87,1.43,6.01,755.32,3.399,0.785,0.046,0.301,-0.961,0.6841,1
59.21,27.85,0.746,5.398,172.46,4.98,0,0.117,0.208,-0.739,0.7113,1
57,40.04,0.33,5.26,849.98,5.561,0,0.055,0.462,-0.342,0.9198,1
49.94,22.64,0.159,5.27,149.5,6.515,0.894,0.113,0.274,-0.532,0.9001,1
63.6,33.67,1.658,7.035,909.56,10.049,0,0.064,0.16,-1.077,0.94,1
54.62,27.13,0.522,4.508,780.05,2.495,0.703,0.188,0.197,-0.706,0.9329,1
66.55,28.32,0.837,5.967,324.11,6.132,0,0.15,0.652,-0.902,0.5874,1
49.3,28.41,1.661,5.887,2.66,6.587,0,0.379,0.407,-0.623,0.2805,0
77.19,25.98,0.193,6.274,153.42,1.785,0,0.246,0.243,-0.644,0.8182,1
51.04,32.86,1.746,5.015,726.53,17.235,0.648,0.122,0.364,-0.52,0.8755,1
62.19,36.95,0.873,6.823,649.13,10.021,1.17,0.182,0.297,-0.477,0.9335,1
67.92,32.35,0.426,5.481,62.25,1.711,0.709,0.155,0.407,-0.594,0.561,0
54.29,30.52,0.876,7.406,152.84,5.621,0.775,0.08,0.19,-0.831,0.5731,1
68.52,25.07,0.639,6.003,541.47,6.326,0.601,0.234,0.476,-0.835,0.633,1
47.71,32.58,1.22,6.424,258.74,2.824,0.91,0.127,0.59,-1.063,0.3266,1
74.52,40.78,0.676,6.503,563.78,9.966,0.78,0.103,0.26,-0.722,0.8734,1
60.14,28.1,0.044,6.695,525.59,5.86,0,0.011,0.132,-0.708,0.9113,1
54.04,28.12,0.89,6.53,714.11,5.367,1.044,0.086,0.496,-1.152,0.6842,1
57.01,27.19,0.322,6.158,37.4,1.248,0.981,0.422,0.228,-0.574,0.6575,1
68.09,27.55,1.102,6.774,47.07,2.62,0.283,0.064,0.287,-0.856,0.5506,0
54.16,16.27,0.406,6.873,25.93,2.845,0,0.194,0.26,-1.011,0.4653,0
52.51,32.03,0.756,5.888,821.25,6.615,0.645,0.56,0.289,-0.759,0.9407,1
57.78,25.77,1.091,6.841,193.4,4.817,0.696,0.234,0.436,-1.085,0.3178,0
48.23,21.95,0.894,7.453,19.95,0.449,0.236,0.169,0.648,-0.937,0.1915,0
78.21,33.77,1.125,7.065,116.37,1.839,0.612,0.332,0.345,-0.975,0.3574,1
54.34,24.59,1.34,7.246,129.89,3.203,1.143,0.015,0.223,-0.973,0.544,1
68.32,28.31,0.421,6.638,497.53,6.673,1.939,0.109,0.601,-1.008,0.6008,0
62.09,37.33,0.968,5.751,398.95,6.804,0.588,0.065,0.181,-0.846,0.8441,1
50.15,22.95,0.665,5.852,350.76,3.372,0.7,0.415,0.198,-0.631,0.7782,1
59.94,22.34,1.124,6.756,6.63,0.622,0.006,0.008,0.583,-1.008,0.2173,1
67.84,31.35,0.85,7.254,724.71,1.733,0.199,0.122,0.088,-0.936,0.903,1
58.12,35.75,0.508,8.729,72.83,1.47,0.418,0.159,0.312,-1.006,0.2462,0
71.93,22.13,1.158,7.285,297.52,7.594,1.207,0.126,0.122,-0.628,0.7467,1
70.22,32.04,1.586,5.564,19.14,0.992,0.991,0.406,0.142,-0.877,0.6596,1
69.19,32.9,0.762,5.886,25.51,3.127,1.658,0.128,0.544,-0.721,0.3683,0
55.4,19.7,0.528,8.323,2.89,5.554,0,0.269,0.279,-0.885,0.4667,0
49.2,33.99,1.083,6.328,250.36,16.732,0,0.422,0.649,-0.502,0.5003,1
53.86,34.38,0.332,6.538,297.77,35.915,1.161,0.186,0.335,-0.834,0.3824,0
61.96,28.44,0.67,5.732,15.53,15.28,1.369,0.2,0.227,-0.577,0.7748,1
65.46,36.26,1.611,7.752,102.95,6.334,0.52,0.231,0.043,-0.619,0.591,1
38.28,35.68,1.031,6.9,572.06,6.861,0,0.128,0.297,-0.868,0.8125,1
59.92,30.52,0.06,5.88,32.04,7.119,0.054,0.063,0.125,-0.938,0.7932,1
61.58,27.74,0.102,5.705,73.21,9.924,0.701,0.305,0.381,-0.89,0.5747,1
57.22,25.14,1.081,6.746,165.7,15.16,0,0.227,0.228,-0.865,0.5967,1
72.91,29.81,1.431,6.535,554.07,2.95,0.611,0.138,0.203,-0.521,0.9256,1
64.22,32.85,0.191,7.166,88.25,2.694,1.639,0.113,0.343,-0.601,0.4623,0
73.1,28.38,1.225,6.938,1756.77,3.085,1.356,0.371,0.207,-0.72,0.9956,1
57.84,19.01,1.665,6.288,131.67,5.391,0.985,0.019,0.14,-0.906,0.5749,1
69.37,36.34,1.944,6.065,146.55,7.468,0.461,0.112,0.277,-0.968,0.6404,1
76.35,30.95,1.166,6.372,39.07,10.222,0.203,0.252,0.084,-1.091,0.5973,1
73.12,28.1,1.253,6.059,342.02,3.046,0.955,0.208,0.236,-0.87,0.7665,0
49.08,34.29,0.067,6.396,83.7,2.258,0.515,0.13,0.181,-0.915,0.6794,1
57.46,37.62,2.05,6.513,297.36,20.478,0.536,0.019,0.379,-0.547,0.5723,0
56.55,15.99,0.712,5.782,75.76,1.319,0,0.07,0.087,-0.7,0.636,1
64.89,32.17,0.533,7.005,147.24,1.255,0.071,0.342,0.267,-0.809,0.6082,1
66.86,22.87,0.872,6.204,582.79,6.283,0.951,0.154,0.362,-0.637,0.6538,1
51.61,32.5,1.756,5.826,402.86,0.99,0,0.25,0.199,-0.545,0.8948,1
60.68,30.64,2.104,6.219,50.38,2.549,0.659,0.044,0.24,-0.833,0.5162,1
39.8,33.18,1.063,6.694,280.72,1.729,0.748,0.22,0.451,-0.835,0.3412,1
74.42,27.5,1.499,6.566,297.18,0.924,0.783,0.103,0.251,-1.078,0.7465,1
54.88,20.63,1.022,6.838,28.48,4.334,0.836,0.034,0.611,-0.52,0.3505,1
60.56,27.75,0.481,7.219,188.1,2.338,0.877,0.094,0.575,-0.607,0.3264,1
56.9,32.03,1.738,7.544,90.6,3.102,0.126,0.317,0.267,-0.911,0.5274,1
71.46,35.08,0.689,6.728,188.84,1.09,0,0.215,0.104,-0.607,0.6672,1
31.62,24.14,1.768,5.644,450.27,7.302,0,0.366,0.44,-1.271,0.5989,0
59.83,35.14,1.649,6.285,51.69,1.89,0.938,0.256,0.566,-0.896,0.2408,0
58.94,26.76,1.307,5.697,39.48,2.098,0,0.27,0.296,-0.789,0.6218,1
55.46,31.81,1.914,7.857,94.13,1.453,0,0.091,0.425,-0.74,0.2482,0
77.26,27.45,2.116,8.09,912.69,2.849,0,0.236,0.247,-0.616,0.9518,1
51.13,30.91,0.912,7.02,413.29,3.114,0,0.252,0.379,-0.972,0.4409,1
67.72,34.46,0.596,7.187,5.89,3.772,0,0.193,0.17,-0.687,0.518,1
63.56,23.86,0.068,6.701,153.75,17.143,1.1,0.114,0.103,-0.64,0.7829,1
72.62,26.6,2.122,6.793,89.28,11.753,0.07,0.143,0.707,-0.847,0.3252,0
53.33,30.92,0.78,5.222,304.95,4.7,0,0.293,0.618,-0.892,0.4954,0
52.67,42.01,1.568,6.441,184.46,0.198,0.193,0.083,0.282,-1.045,0.5761,1
70.96,25.68,0.629,5.795,1001.45,4.737,0.806,0.221,0.299,-0.919,0.974,1
64.25,40.2,1.769,6.725,74.15,0.47,0,0.486,0.17,-1.201,0.5517,0
44.55,40.02,0.65,6.452,265.92,6.195,1.072,0.216,0.334,-0.841,0.3425,0
54.61,29.51,0.404,8.057,361.4,2.472,0,0.286,0.023,-0.78,0.7061,1
63.86,28.51,0.896,7.233,523.86,9.091,0.263,0.227,0.431,-0.86,0.5984,1
68.38,26.54,0.734,6.728,156.75,14.282,0.255,0.049,0.143,-0.888,0.6429,1
53.21,29.66,1.298,6.286,348.39,2.699,0.163,0.256,0.224,-0.812,0.692,1
30.86,22.97,0.974,7.841,108.38,3.086,0.461,0.135,0.134,-0.761,0.5063,1
65.23,29.62,1.314,6.476,171.53,4.46,0.967,0.153,0.165,-0.689,0.627,1
47.8,37.48,0.854,6.765,677.94,1.098,0.476,0.337,0.154,-1.098,0.8499,0
39.83,26.94,0.667,6.534,898.17,13.109,0.137,0.067,0.319,-0.891,0.7763,1
31.68,28.8,0.708,6.177,380.63,2.837,0.774,0.153,0.279,-1.095,0.6989,0
68.14,21.49,2.022,6.529,140.69,0.913,0.624,0.223,0.418,-0.893,0.3285,0
61.29,31.87,1.113,4.93,514.54,7.193,0.098,0.21,0.512,-0.593,0.8204,1
57.74,31.32,0.008,5.262,7.86,1.237,0.525,0.156,0.371,-0.76,0.4946,0
73.89,30.32,0.74,6.78,32.52,0.775,0.049,0.112,0.126,-0.88,0.5684,1
66.37,28.92,1.048,7.755,324.86,4.138,0,0.091,0.113,-0.946,0.7315,1
76.16,28.54,1.923,6.779,103.28,5.566,0.983,0.218,0.121,-0.897,0.6418,0
46.07,32.51,1.514,5.924,907.15,4.215,0.768,0.387,0.362,-0.919,0.8483,1
59.65,29.86,0.539,5.346,171.84,5.343,0.962,0.161,0.619,-0.733,0.4399,1
43.83,31.57,2.209,7.128,168.3,0.614,0.881,0.234,0.349,-0.984,0.2699,0
57.71,31.07,0.984,6.046,340.04,3.231,0,0.033,0.256,-0.887,0.7056,0
57.51,35.62,1.623,7.015,437.75,2.208,1.101,0.003,0.319,-0.933,0.4909,1
66.27,33.38,0.422,6.812,193.63,18.128,0.321,0.077,0.158,-1.036,0.6584,0
60.46,30.96,0.199,6.883,72.24,0.254,1.058,0.236,0.228,-1.108,0.7162,1
66.23,37.59,0.296,6.527,445.25,1.771,0.425,0.101,0.383,-0.809,0.7232,1
67.03,32.1,0.625,6.807,115.85,14.225,0.688,0.106,0.275,-1.06,0.6078,1
81.55,36.52,2.056,6.404,57.75,20.521,0.706,0.083,0.169,-0.82,0.6351,1
56.85,33.03,1.107,5.992,299.61,8.712,0.988,0.281,0.208,-0.609,0.7834,1
50.59,20.79,0.538,5.729,28.44,0.395,0,0.213,0.5,-0.815,0.2885,1
62.46,36.52,1.226,4.592,1065.81,4.12,0,0.27,0.116,-0.85,0.9746,1
51.98,30.68,1.095,6.355,300.23,2.555,0.903,0.408,0.335,-1.115,0.3636,1
74.82,29.74,1.31,7.716,1278.38,8.211,0.714,0.187,0.13,-0.941,0.9834,1
57.17,31.41,1.605,7.084,124.15,0.283,0.035,0.313,0.135,-0.987,0.5537,1
54.34,28.28,0.855,6.682,1064.27,1.098,0.719,0.291,0.166,-0.927,0.9516,1
55.29,31.14,0.56,5.913,47.19,3.359,0,0.253,0.256,-0.792,0.61,0
67.18,27.04,1.414,7.298,12.46,0.858,2.459,0.202,0.118,-0.681,0.5203,1
58.42,36.37,1.401,6.405,10.06,5.9,1.287,0.691,0.181,-1.281,0.4872,0
53.58,29.43,1.05,7.76,187.57,8.595,0.873,0.355,0.395,-0.563,0.4711,0
76.65,28.09,2.089,5.715,26,6.096,0.545,0.311,0.387,-1.048,0.4161,0
51.44,25.38,0.781,5.9,215.34,2.902,0.129,0.168,0.193,-0.423,0.8285,1
60.36,31.34,0.55,5.822,119.03,10.535,0,0.223,0.213,-0.914,0.693,1
66.52,30.94,1.209,5.314,122.67,0.741,0.432,0.337,0.447,-0.748,0.4252,0
43.69,31.94,0.663,5.75,302.86,1.508,0,0.232,0.441,-0.788,0.4772,1
64.8,24.86,1.248,6.583,53.41,3.362,0.019,0.267,0.341,-0.891,0.2604,0
49.45,21.99,0.583,5.93,436.44,0.317,0,0.194,0.354,-0.626,0.5767,0
68.23,33.13,0.8,3.415,261.7,0.503,0.65,0.268,0.118,-0.56,0.8859,1
50.37,37.42,1.945,7.359,739.34,2.533,0.274,0.192,0.274,-0.853,0.8727,1
66.93,24.87,0.797,5.153,136.16,14.402,0.821,0.299,0.21,-0.988,0.7305,1
71.06,37.95,0.601,6.971,1217.37,11.952,0.774,0.219,0.294,-1.051,0.9786,1
68.61,31.42,1.585,6.525,257.28,3.137,0.638,0.162,0.288,-0.581,0.8241,0
62.51,29.96,0.474,8.194,1088.08,0.767,2.096,0.287,0.057,-1.06,0.9614,1
57.69,28.01,0.654,7.298,8.23,0.981,0.994,0.156,0.035,-0.775,0.4696,1
54.24,23.08,1.288,6.096,390.56,2.37,0,0.228,0.439,-0.695,0.4394,0
74.71,34.94,1.469,5.938,508.86,1.179,0.775,0.184,0.423,-0.944,0.7351,1
53.01,26.12,1.61,7.702,16.39,0.433,0.468,0.118,0.32,-0.676,0.1993,1
49.63,26.1,0.626,5.319,259.52,5.601,0,0.189,0.412,-0.817,0.4572,0
66.65,34.96,1.298,6.653,485.76,4.355,0,0.126,0.494,-0.852,0.5721,1
52.04,20.59,0.767,6.395,247,1.722,0.772,0.298,0.488,-1.087,0.3278,0
50.5,22.38,0.697,6.225,19.78,7.547,0.919,0.089,0.27,-0.919,0.455,0
45.56,29.91,1.602,6.783,354.71,7.479,0,0.239,0.468,-0.952,0.4047,1
55.17,31.47,0.725,6.652,18.75,3.377,1.082,0.242,0.253,-0.656,0.465,0
59.17,32.42,1.139,6.866,510.25,0.508,0.671,0.388,0.408,-0.751,0.5533,1
62.43,28.49,1.078,6.611,13.2,12.534,1.218,0.104,0.204,-0.966,0.5096,0
69.51,42.65,0.465,6.834,44.34,5.523,1.154,0.03,0.217,-1.134,0.5679,0
65.27,28.86,1.483,6.575,96.52,1.419,0.405,0.331,0.476,-0.665,0.288,0
58.09,28.85,1.28,5.972,301.02,4.714,1.481,0.301,0.163,-0.604,0.7799,1
58.02,26.02,0.007,6.503,1123.43,2.596,0,0.054,0.189,-0.6,0.9825,1
65.1,30.62,1.139,5.928,37.61,5.044,1.934,0.261,0.103,-0.74,0.6604,1
72.73,33.07,0.614,5.876,46.19,3.211,0,0.035,0.251,-1.005,0.6885,1
61.26,36.02,1.549,6.231,138.07,3.323,0.471,0.352,0.279,-0.933,0.5841,1
55.31,22.55,0.277,6.404,542.77,6.657,0.16,0.177,0.052,-1.257,0.9076,1
50.07,28.77,0.822,6.528,188.9,4.756,0.274,0.364,0.382,-0.775,0.2825,0
45.55,32.23,1.181,7.233,116.41,0.417,2.254,0.392,0.397,-0.677,0.2403,0
66.66,32.94,1.027,6.101,247.12,0.338,0.222,0.375,0.104,-0.983,0.6845,1
65.78,30.03,1.381,6.657,90.54,1.819,1.011,0.216,0.331,-0.97,0.2864,0
65.77,32.71,0.241,6.594,153.83,2.813,0.359,0.171,0.35,-1.322,0.5192,1
58.71,25.96,1.826,6.013,121.31,1.609,1.062,0.119,0.337,-0.71,0.2765,0
74.07,37.79,1.263,6.559,489.11,5.27,0.174,0.192,0.383,-0.57,0.7683,1
55.16,34.96,1.68,7.302,774.12,1.085,0.654,0.259,0.116,-0.817,0.8934,1
69.55,23.28,1.437,6.649,427.6,6.089,0.877,0.344,0.21,-0.942,0.8059,1
59.61,24.62,0.994,6.681,173.46,7.417,0.067,0.127,0.576,-0.975,0.3236,0
53.92,24.77,0.358,5.936,210.56,0.664,2.155,0.221,0.365,-0.906,0.428,0
65.93,33.39,0.718,8.075,40.08,5.261,0.909,0.079,0.892,-0.649,0.2667,1
64.1,23.58,1.795,5.981,412.15,16.277,0.364,0.366,0.279,-0.9,0.8543,1
63.57,28.34,1.693,5.166,272.26,1.071,0.082,0.278,0.162,-1.016,0.7838,1
60.81,32.27,0.69,7.188,698.19,12.001,0.555,0.213,0.167,-0.398,0.9405,1
59.62,29.67,0.409,6.408,67.17,4.658,0,0.088,0.258,-1.047,0.5235,1
83.88,31.29,0.894,6.258,427.79,4.47,1.569,0.085,0.07,-1.022,0.8404,1
71.84,24.67,0.856,6.064,346.24,0.267,0.759,0.102,0.393,-0.973,0.4939,0
67.23,32.97,0.875,7.997,92.71,6.898,0.447,0.349,0.147,-0.777,0.5921,0
61.12,26.93,1.264,6.784,330.23,3.253,1.128,0.139,0.19,-0.871,0.7136,0
70.07,28.38,1.438,6.94,774.58,6.386,0.067,0.219,0.307,-0.909,0.7816,0
65.18,31.19,1.495,6.63,751.91,8.282,0,0.366,0.289,-0.814,0.9096,1
60.26,30.52,1.223,6.716,381.49,3.71,0.422,0.158,0.262,-1.031,0.7407,1
56.96,30.12,0.1,7.619,14.78,1.53,0.577,0.063,0.039,-0.74,0.6645,1
59.19,26.25,0.829,6.299,617.34,0.763,0.818,0.205,0.456,-0.639,0.6308,1
28.3,28.5,2.152,5.334,321.69,0.875,0,0.249,0.238,-0.941,0.7623,1
62.11,30.01,1.187,7.194,111.51,10.085,0.226,0.234,0.235,-0.765,0.5809,0
55.12,23.12,1.184,6.897,62.2,0.66,0,0.079,0.112,-0.854,0.4972,0
75.93,27.69,1.18,6.586,37.06,2.428,0,0.367,0.398,-0.701,0.2952,1
60.19,31.94,1.208,6.877,15.46,2.034,0.929,0.208,0.342,-0.821,0.2227,0
48.11,23.61,0.192,6.203,420.85,10.029,1.077,0.112,0.357,-0.615,0.6485,1
59.5,35.78,0.88,6.517,80.69,3.248,0,0.272,0.485,-0.324,0.4091,0
49.54,36.35,0.981,6.395,7.37,28.199,0.305,0.371,0.353,-0.669,0.1934,0
64.73,23.77,1.641,6.027,151.89,6.679,0.515,0.222,0.102,-0.637,0.6225,1
62.91,36.79,1.024,7.451,197.69,9.516,1.147,0.361,0.071,-0.903,0.6459,1
69.58,29.28,0.177,5.37,55.62,0.519,1.417,0.14,0.37,-0.932,0.5887,0
52.09,32.09,1.215,8.389,13.51,1.459,0.592,0.21,0.463,-0.772,0.195,0
60.34,27.52,0.598,7.202,62.89,0.728,0.344,0.183,0.133,-1.041,0.5239,0
46.35,34.62,0.392,5.078,340.99,3.115,0,0.319,0.319,-0.6,0.6733,1
67.01,32.03,0.583,6.321,25.75,6.334,0.565,0.204,0.434,-0.664,0.2626,1
65.19,25.93,1.271,6.365,242.93,0.926,1.745,0.13,0.15,-0.924,0.6754,1
64.96,24.17,1.629,6.814,47.49,0.697,1.274,0.079,0.37,-0.692,0.2576,1
60.02,22.7,1.241,5.708,65.33,4.767,0.605,0.017,0.269,-0.372,0.7852,1
64.15,30.94,1.316,6.526,149.81,1.309,0.682,0.159,0.097,-0.768,0.6064,1
76.04,32.86,1.237,6.403,31.88,3.263,0.087,0.141,0.416,-0.668,0.2925,0
57.15,33.25,1.051,5.91,57.06,0.262,0.286,0.411,0.078,-0.754,0.6258,0
61.39,29.41,1.348,5.799,128.75,5.707,0.589,0.285,0.139,-0.75,0.7035,0
49.14,24.22,0.209,7.235,120,3.897,0.59,0.199,0.401,-0.823,0.4158,0
51.32,26.59,1.056,5.143,415.02,5.212,1.106,0.065,0.133,-0.388,0.9022,1
60.98,35.76,0.478,6.882,23.32,1.611,1.077,0.217,0.402,-1.207,0.2296,0
71.04,27.58,1.581,7.138,590.8,1.633,0.812,0.522,0.325,-0.72,0.6667,1
57.44,30.72,0.926,6.325,508.22,8.081,0,0.097,0.48,-0.843,0.5556,1
